編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層,移轉情形
RPWPMLRLLHLGFDJ17DA,,70.23,集合住宅,鋼筋混凝土造,114年12月15日,十一層,六層 陽台,全筆移轉
RPWPMLRLLHLGFDJ17DA,,68.53,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPVTNLRLJHLGFDJ37DA,9,179.16,住宅、門廊,鋼筋混凝土造,105年8月12日,四層,一層 二層 三層 四層 陽台,全筆移轉
RPQQMLKMLHLGFDJ68DA,,70.62,集合住宅,鋼筋混凝土造,114年12月15日,十一層,三層 陽台,全筆移轉
RPQQMLKMLHLGFDJ68DA,,68.74,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPWNMLSJMHLGFBJ76DA,,86.17,集合住宅,鋼筋混凝土造,114年12月29日,七層,六層 陽台,全筆移轉
RPWNMLSJMHLGFBJ76DA,,69.33,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPOOMLSJMHLGFBJ68DA,,83.53,集合住宅,鋼筋混凝土造,114年12月29日,七層,七層 陽台,全筆移轉
RPOOMLSJMHLGFBJ68DA,,68.01,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPSPMLRLLHLGFDJ76DA,,80.40,集合住宅,鋼筋混凝土造,114年12月15日,十一層,十層 陽台,全筆移轉
RPSPMLRLLHLGFDJ76DA,,73.97,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPXNMLRLLHLGFDJ07DA,,80.40,集合住宅,鋼筋混凝土造,114年12月15日,十一層,二層 陽台,全筆移轉
RPXNMLRLLHLGFDJ07DA,,73.97,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPRPMLRLLHLGFDJ66DA,,80.40,集合住宅,鋼筋混凝土造,114年12月15日,十一層,七層 陽台,全筆移轉
RPRPMLRLLHLGFDJ66DA,,73.97,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPQQMLRJMHLGFBJ98DA,,87.84,集合住宅,鋼筋混凝土造,114年12月29日,七層,三層 陽台,全筆移轉
RPQQMLRJMHLGFBJ98DA,,70.16,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPUOMLRJMHLGFBJ56DA,,87.84,集合住宅,鋼筋混凝土造,114年12月29日,七層,四層 陽台,全筆移轉
RPUOMLRJMHLGFBJ56DA,,70.16,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPRQMLRJMHLGFBJ09DA,,85.58,集合住宅,鋼筋混凝土造,114年12月29日,七層,七層 陽台,全筆移轉
RPRQMLRJMHLGFBJ09DA,,69.03,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPTSMLKMLHLGFDJ56DA,,52.26,集合住宅,鋼筋混凝土造,114年12月15日,十一層,四層 陽台,全筆移轉
RPTSMLKMLHLGFDJ56DA,,58.96,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPVOMLRJMHLGFBJ66DA,,86.56,集合住宅,鋼筋混凝土造,114年12月29日,七層,四層 陽台,全筆移轉
RPVOMLRJMHLGFBJ66DA,,69.53,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPWNMLKMLHLGFDJ98DA,,73.74,集合住宅,鋼筋混凝土造,114年12月15日,十一層,十層 陽台,全筆移轉
RPWNMLKMLHLGFDJ98DA,,70.27,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPWRMLKMLHLGFDJ76DA,,80.40,集合住宅,鋼筋混凝土造,114年12月15日,十一層,六層 陽台,全筆移轉
RPWRMLKMLHLGFDJ76DA,,73.97,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPQSMLKMLHLGFDJ88DA,,70.23,集合住宅,鋼筋混凝土造,114年12月15日,十一層,二層 陽台,全筆移轉
RPQSMLKMLHLGFDJ88DA,,68.53,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPTOMLQLLHLGFDJ66DA,,52.26,集合住宅,鋼筋混凝土造,114年12月15日,十一層,十層 陽台,全筆移轉
RPTOMLQLLHLGFDJ66DA,,58.96,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPVNMLRLLHLGFDJ86DA,,70.62,集合住宅,鋼筋混凝土造,114年12月15日,十一層,二層 陽台,全筆移轉
RPVNMLRLLHLGFDJ86DA,,68.74,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPQNMLKMLHLGFDJ38DA,,70.62,集合住宅,鋼筋混凝土造,114年12月15日,十一層,四層 陽台,全筆移轉
RPQNMLKMLHLGFDJ38DA,,68.74,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPUNMLKMLHLGFDJ78DA,,73.74,集合住宅,鋼筋混凝土造,114年12月15日,十一層,七層 陽台,全筆移轉
RPUNMLKMLHLGFDJ78DA,,70.27,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPPNMLLMLHLGFDJ38DA,,52.26,集合住宅,鋼筋混凝土造,114年12月15日,十一層,十一層 陽台,全筆移轉
RPPNMLLMLHLGFDJ38DA,,58.96,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPRQMLKLLHLGFBJ48DA,,56.81,集合住宅,鋼筋混凝土造,114年12月29日,七層,三層 陽台,全筆移轉
RPRQMLKLLHLGFBJ48DA,,28.46,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPPPMLKMLHLGFDJ48DA,,73.74,集合住宅,鋼筋混凝土造,114年12月15日,十一層,七層 陽台,全筆移轉
RPPPMLKMLHLGFDJ48DA,,70.27,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPSNMLRJMHLGFBJ88DA,,86.79,集合住宅,鋼筋混凝土造,114年12月29日,七層,五層 陽台,全筆移轉
RPSNMLRJMHLGFBJ88DA,,69.64,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPWNMLRJMHLGFBJ66DA,,89.58,集合住宅,鋼筋混凝土造,114年12月29日,七層,四層 陽台,全筆移轉
RPWNMLRJMHLGFBJ66DA,,71.04,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPWPMLRJMHLGFBJ86DA,,86.56,集合住宅,鋼筋混凝土造,114年12月29日,七層,三層 陽台,全筆移轉
RPWPMLRJMHLGFBJ86DA,,67.42,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPVPMLRJMHLGFBJ76DA,,56.81,集合住宅,鋼筋混凝土造,114年12月29日,七層,一層 陽台,全筆移轉
RPVPMLRJMHLGFBJ76DA,,54.63,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPVNMLQLLHLGFDJ76DA,,73.74,集合住宅,鋼筋混凝土造,114年12月15日,十一層,三層 陽台,全筆移轉
RPUPMLRJMHLGFBJ66DA,,85.58,集合住宅,鋼筋混凝土造,114年12月29日,七層,四層 陽台,全筆移轉
RPVNMLQLLHLGFDJ76DA,,70.27,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPUPMLRJMHLGFBJ66DA,,66.94,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPXPMLRJMHLGFBJ96DA,,86.56,集合住宅,鋼筋混凝土造,114年12月29日,七層,七層 陽台,全筆移轉
RPXPMLRJMHLGFBJ96DA,,69.53,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPVQMLRLLHLGFDJ17DA,,52.26,集合住宅,鋼筋混凝土造,114年12月15日,十一層,九層 陽台,全筆移轉
RPSQMLKMLHLGFDJ88DA,,70.62,集合住宅,鋼筋混凝土造,114年12月15日,十一層,六層 陽台,全筆移轉
RPVQMLRLLHLGFDJ17DA,,58.96,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPSQMLKMLHLGFDJ88DA,,68.74,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPXNMLKMLHLGFBJ88DA,,56.81,集合住宅,鋼筋混凝土造,114年12月29日,七層,四層 陽台,全筆移轉
RPRPMLRJMHLGFBJ98DA,,56.81,集合住宅,鋼筋混凝土造,114年12月29日,七層,二層 陽台,全筆移轉
RPXNMLKMLHLGFBJ88DA,,28.46,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPRRMLRJMHLGFBJ56DA,,65.29,集合住宅,鋼筋混凝土造,114年12月29日,七層,三層 陽台,全筆移轉
RPRPMLRJMHLGFBJ98DA,,54.62,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPQNMLSKLHLGFBJ78DA,18,48.14,住家用,鋼筋混凝土造,96年12月28日,九層,三層 陽台,全筆移轉
RPRRMLRJMHLGFBJ56DA,,58.87,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPQNMLSKLHLGFBJ78DA,18,48.80,共有部分,鋼筋混凝土造,96年12月28日,九層,,持分移轉
RPQNMLSKLHLGFBJ78DA,18,10.40,共有部分,鋼筋混凝土造,96年12月28日,九層,,持分移轉
RPXNMLRJMHLGFBJ76DA,,86.79,集合住宅,鋼筋混凝土造,114年12月29日,七層,四層 陽台,全筆移轉
RPXNMLRJMHLGFBJ76DA,,69.64,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPOSMLKMLHLGFDJ68DA,,80.40,集合住宅,鋼筋混凝土造,114年12月15日,十一層,九層 陽台,全筆移轉
RPOSMLKMLHLGFDJ68DA,,73.97,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPQOMLQLLHLGFDJ98DA,,52.26,集合住宅,鋼筋混凝土造,114年12月15日,十一層,三層 陽台,全筆移轉
RPQOMLQLLHLGFDJ98DA,,58.96,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPWPMLKMLHLGFDJ56DA,,60.96,集合住宅,鋼筋混凝土造,114年12月15日,十一層,十一層 陽台,全筆移轉
RPVOMLKMLHLGFDJ98DA,,83.01,集合住宅,鋼筋混凝土造,114年12月15日,十一層,八層 陽台,全筆移轉
RPWPMLKMLHLGFDJ56DA,,63.52,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPVOMLKMLHLGFDJ98DA,,75.27,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPRNMLRLLHLGFDJ09DA,,52.26,集合住宅,鋼筋混凝土造,114年12月15日,十一層,六層 陽台,全筆移轉
RPRNMLRLLHLGFDJ09DA,,58.96,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPQPMLRLLHLGFDJ56DA,,52.26,集合住宅,鋼筋混凝土造,114年12月15日,十一層,十層 陽台,全筆移轉
RPQPMLRLLHLGFDJ56DA,,58.96,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPPOMLSJMHLGFBJ78DA,,86.56,集合住宅,鋼筋混凝土造,114年12月29日,七層,五層 陽台,全筆移轉
RPPOMLSJMHLGFBJ78DA,,69.52,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPRQMLKMLHLGFDJ78DA,,70.62,集合住宅,鋼筋混凝土造,114年12月15日,十一層,四層 陽台,全筆移轉
RPRQMLKMLHLGFDJ78DA,,68.74,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPPOMLQLLHLGFDJ88DA,,52.26,集合住宅,鋼筋混凝土造,114年12月15日,十一層,一層 陽台,全筆移轉
RPPOMLQLLHLGFDJ88DA,,58.96,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPOQMLRJMHLGFBJ78DA,,85.58,集合住宅,鋼筋混凝土造,114年12月29日,七層,三層 陽台,全筆移轉
RPOQMLRJMHLGFBJ78DA,,69.03,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPQOMLNLLHLGFBJ48DA,,56.81,集合住宅,鋼筋混凝土造,114年12月29日,七層,二層 陽台,全筆移轉
RPQOMLNLLHLGFBJ48DA,,28.46,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPROMLSJMHLGFBJ98DA,,56.81,集合住宅,鋼筋混凝土造,114年12月29日,七層,五層 陽台,全筆移轉
RPROMLSJMHLGFBJ98DA,,54.62,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPWNMLTJMHLGFBJ86DA,,107.69,集合住宅,鋼筋混凝土造,114年12月29日,十二層,三層 陽台,全筆移轉
RPWNMLTJMHLGFBJ86DA,,87.48,本共有部分之項目有停車空間、水箱、污水中水機房、消防機房、機電空間、防空避難室兼停車空間、台電配電室、電信室、發電機室、管委會空間、車道、梯間、消防水箱、昇降機房等十四項。,鋼筋混凝土造,114年12月29日,十二層,,持分移轉
RPXOMLRJMHLGFBJ86DA,,86.56,集合住宅,鋼筋混凝土造,114年12月29日,七層,六層 陽台,全筆移轉
RPXOMLRJMHLGFBJ86DA,,69.52,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPXOMLRLLHLGFDJ17DA,,52.26,集合住宅,鋼筋混凝土造,114年12月15日,十一層,六層 陽台,全筆移轉
RPXOMLRLLHLGFDJ17DA,,58.96,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPOOMLOLKHLGFBJ28DA,,99.44,集合住宅,鋼筋混凝土造,114年12月29日,十四層,十一層 陽台,全筆移轉
RPOOMLOLKHLGFBJ28DA,,139.31,本共有部分之項目有防空避難室兼停車空間、停車空間、管委會、樓梯間、水箱、機械室等六項。,鋼筋混凝土造,114年12月29日,十四層,,持分移轉
RPQNMLRJMHLGFBJ68DA,,112.88,集合住宅,鋼筋混凝土造,114年12月29日,七層,五層 陽台,全筆移轉
RPQNMLRJMHLGFBJ68DA,,108.88,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPRNMLRJMHLGFBJ78DA,,110.65,集合住宅,鋼筋混凝土造,114年12月29日,七層,四層 陽台,全筆移轉
RPRNMLRJMHLGFBJ78DA,,81.59,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPTQMLRJMHLGFBJ66DA,,87.84,集合住宅,鋼筋混凝土造,114年12月29日,七層,六層 陽台,全筆移轉
RPTQMLRJMHLGFBJ66DA,,70.17,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPXNMLKMLHLGFDJ09DA,,52.26,集合住宅,鋼筋混凝土造,114年12月15日,十一層,九層 陽台,全筆移轉
RPXNMLKMLHLGFDJ09DA,,90.50,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPUQMLRJMHLGFBJ76DA,,56.81,集合住宅,鋼筋混凝土造,114年12月29日,七層,六層 陽台,全筆移轉
RPUQMLRJMHLGFBJ76DA,,54.62,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPVQMLRJMHLGFBJ86DA,,56.81,集合住宅,鋼筋混凝土造,114年12月29日,七層,三層 陽台,全筆移轉
RPVQMLRJMHLGFBJ86DA,,54.63,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPQRMLRJMHLGFBJ09DA,,65.29,集合住宅,鋼筋混凝土造,114年12月29日,七層,四層 陽台,全筆移轉
RPQRMLRJMHLGFBJ09DA,,61.26,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPSRMLRJMHLGFBJ66DA,,88.79,集合住宅,鋼筋混凝土造,114年12月29日,七層,六層 陽台,全筆移轉
RPSRMLRJMHLGFBJ66DA,,70.65,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPXQMLRLLHLGFDJ37DA,,70.23,集合住宅,鋼筋混凝土造,114年12月15日,十一層,五層 陽台,全筆移轉
RPVNMLQLJHLGFCJ09DA,,236.24,集合住宅、停車空間,鋼筋混凝土造,114年11月17日,五層,一層 二層 三層 四層 五層 陽台,全筆移轉
RPXQMLRLLHLGFDJ37DA,,68.53,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPPNMLSJMHLGFBJ68DA,,88.79,集合住宅,鋼筋混凝土造,114年12月29日,七層,四層 陽台,全筆移轉
RPPNMLSJMHLGFBJ68DA,,70.64,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPTPMLSJMHLGFBJ66DA,,88.79,集合住宅,鋼筋混凝土造,114年12月29日,七層,三層 陽台,全筆移轉
RPTPMLSJMHLGFBJ66DA,,70.64,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPWTNLRLJHLGFDJ47DA,,61.52,集合住宅,鋼筋混凝土造,114年12月23日,九層,五層 陽台,全筆移轉
RPWTNLRLJHLGFDJ47DA,,64.18,本共有部分之項目有停車空間、集合住宅、梯間等３項,鋼筋混凝土造,114年12月23日,九層,,持分移轉
RPPPMLTJMHLGFBJ98DA,,107.85,集合住宅,鋼筋混凝土造,114年12月29日,十二層,五層 陽台,全筆移轉
RPPPMLTJMHLGFBJ98DA,,87.48,本共有部分之項目有停車空間、水箱、污水中水機房、消防機房、機電空間、防空避難室兼停車空間、台電配電室、電信室、發電機室、管委會空間、車道、梯間、消防水箱、昇降機房等十四項。,鋼筋混凝土造,114年12月29日,十二層,,持分移轉
RPSQMLRJMHLGFBJ56DA,,56.81,集合住宅,鋼筋混凝土造,114年12月29日,七層,四層 陽台,全筆移轉
RPSQMLRJMHLGFBJ56DA,,54.63,本共有部分之項目有停車空間、梯間、機械室、水箱、管委會使用空間等五項。,鋼筋混凝土造,114年12月29日,七層,,持分移轉
RPPQMLKMLHLGFDJ58DA,,57.44,集合住宅,鋼筋混凝土造,114年12月15日,十一層,十一層 陽台,全筆移轉
RPPQMLKMLHLGFDJ58DA,,61.78,本共有部分之項目有停車空間、集合住宅、集合住宅（附屬管委會空間）、樓梯間、機房、消防水箱、水箱、電梯機房等８項,鋼筋混凝土造,114年12月15日,十一層,,持分移轉
RPROMLMJKHLGFBJ18DA,,79.45,集合住宅,鋼筋混凝土造,114年12月10日,十五層,十二層 陽台,全筆移轉
RPROMLMJKHLGFBJ18DA,,68.89,本共有部分之項目有防空避難室兼停車空間、停車空間、車道、管委會、樓梯間、水箱、機械室等七項。,鋼筋混凝土造,114年12月10日,十五層,,持分移轉
